X,Y,waypoint X,waypoint Y
0.057865830967574458,0.0,0.0,0.0
0.1421692452790688,0.0,0.0,0.0
0.25087658277050118,0.0,0.0,0.0
0.38195418327788982,0.0,0.0,0.0
0.53336838663725272,0.0,0.0,0.0
0.70308553268460827,0.0,0.0,0.0
0.88907196125597443,0.0,0.0,0.0
1.0892940121873693,0.0,0.0,0.0
1.3017180253148113,0.0,0.0,0.0
1.5243103404743183,0.0,0.0,0.0
1.7550372975019086,0.0,0.0,0.0
1.9918652362336005,0.0,0.0,0.0
2.2327604965054118,0.0,0.0,0.0
2.4756894181533609,0.0,0.0,0.0
2.7186183410134657,0.0,0.0,0.0
2.959513604921745,0.0,0.0,0.0
3.1963415497142162,0.0,0.0,0.0
3.4270685152268978,0.0,0.0,0.0
3.649660841295808,0.0,0.0,0.0
3.8620848677569652,0.0,0.0,0.0
4.0623069344463874,0.0,0.0,0.0
4.2482933812000923,0.0,0.0,0.0
4.4180105478540979,0.0,0.0,0.0
4.5694247742444229,0.0,0.0,0.0
4.7005024002070863,0.0,0.0,0.0
4.8092097655781041,0.0,0.0,0.0
4.8935132101934959,0.0,0.0,0.0
4.9513790738892798,0.0,0.0,0.0
4.9807736965014735,0.0,0.0,0.0
4.9796634178660959,0.0,0.0,0.0
4.946014577819164,0.0,0.0,0.0
4.9456034257710266,0.013083070307172895,5.0,0.0
4.9452122654052202,0.025529994967806276,5.0,0.0
4.9448395589000969,0.037389708260159554,5.0,0.0
4.9444837684340088,0.048711144462492147,5.0,0.0
4.944143356185311,0.059543237853063466,5.0,0.0
4.9438167843323537,0.069934922710132935,5.0,0.0
4.943502515053491,0.079935133311959977,5.0,0.0
4.943199010527076,0.089592803936803994,5.0,0.0
4.9429047329314608,0.098956868862924416,5.0,0.0
4.9426181444449977,0.10807626236858064,5.0,0.0
4.9423377072460406,0.11699991873203211,5.0,0.0
4.9420618835129417,0.12577677223153821,5.0,0.0
4.9417891354240533,0.1344557571453584,5.0,0.0
4.9415179251577293,0.14308580775175206,5.0,0.0
4.9412467148923218,0.1517158583289786,5.0,0.0
4.9409739668061832,0.16039484315529748,5.0,0.0
4.9406981430776673,0.16917169650896807,5.0,0.0
4.9404177058851264,0.1780953526682498,5.0,0.0
4.9401311174069127,0.18721474591140211,5.0,0.0
4.9398368398213801,0.19657881051668438,5.0,0.0
4.9395333353068809,0.20623648076235607,5.0,0.0
4.9392190660417672,0.21623669092667655,5.0,0.0
4.938892494204393,0.22662837528790528,5.0,0.0
4.9385520819731106,0.23746046812430163,5.0,0.0
4.938196291526272,0.24878190371412506,5.0,0.0
4.9378235850422314,0.26064161633563498,5.0,0.0
4.93743242469934,0.27308854026709078,5.0,0.0
4.9370212726759508,0.28617160978675193,5.0,0.0
4.9365885911504179,0.2999397591728778,5.0,0.0
4.9361328423010935,0.31444192270372784,5.0,0.0
4.9356524883063297,0.32972703465756137,5.0,0.0
4.9344206547538603,0.34275847245848873,4.990133642141358,0.31395259764656686
4.9332487173264816,0.35515627544156914,4.990133642141358,0.31395259764656686
4.9321320686291115,0.36696918475557594,4.990133642141358,0.31395259764656686
4.9310661012666666,0.3782459415492827,4.990133642141358,0.31395259764656686
4.9300462078440637,0.38903528697146278,4.990133642141358,0.31395259764656686
4.9290677809662204,0.39938596217088973,4.990133642141358,0.31395259764656686
4.9281262132380546,0.40934670829633696,4.990133642141358,0.31395259764656686
4.9272168972644836,0.41896626649657792,4.990133642141358,0.31395259764656686
4.9263352256504236,0.42829337792038608,4.990133642141358,0.31395259764656686
4.925476591000792,0.43737678371653493,4.990133642141358,0.31395259764656686
4.9246363859205067,0.44626522503379784,4.990133642141358,0.31395259764656686
4.9238100030144851,0.45500744302094837,4.990133642141358,0.31395259764656686
4.9229928348876442,0.46365217882675991,4.990133642141358,0.31395259764656686
4.9221802741449006,0.47224817360000598,4.990133642141358,0.31395259764656686
4.921367713391172,0.48084416848945999,4.990133642141358,0.31395259764656686
4.920550545231376,0.48948890464389544,4.990133642141358,0.31395259764656686
4.9197241622704304,0.49823112321208574,4.990133642141358,0.31395259764656686
4.918883957113251,0.50711956534280433,4.990133642141358,0.31395259764656686
4.9180253223647554,0.51620297218482469,4.990133642141358,0.31395259764656686
4.9171436506298614,0.52553008488692032,4.990133642141358,0.31395259764656686
4.9162343345134865,0.53514964459786474,4.990133642141358,0.31395259764656686
4.9152927666205466,0.54511039246643123,4.990133642141358,0.31395259764656686
4.9143143395559603,0.5554610696413933,4.990133642141358,0.31395259764656686
4.9132944459246444,0.56625041727152459,4.990133642141358,0.31395259764656686
4.9122284783315164,0.57752717650559837,4.990133642141358,0.31395259764656686
4.9111118293814942,0.58934008849238806,4.990133642141358,0.31395259764656686
4.9099398916794934,0.60173789438066727,4.990133642141358,0.31395259764656686
4.9087080578304318,0.61476933531920941,4.990133642141358,0.31395259764656686
4.9074117204392271,0.62848315245678799,4.990133642141358,0.31395259764656686
4.9060462721107969,0.64292808694217629,4.990133642141358,0.31395259764656686
4.9039986186749109,0.65585646192452884,4.9605735065723895,0.6266661678215213
4.9020505295115369,0.66815621283050719,4.9605735065723895,0.6266661678215213
4.9001943458325874,0.67987569534499126,4.9605735065723895,0.6266661678215213
4.8984224088499762,0.69106326515286121,4.9605735065723895,0.6266661678215213
4.8967270597756167,0.70176727793899707,4.9605735065723895,0.6266661678215213
4.8951006398214245,0.71203608938827889,4.9605735065723895,0.6266661678215213
4.8935354901993113,0.72191805518558672,4.9605735065723895,0.6266661678215213
4.8920239521211917,0.73146153101580058,4.9605735065723895,0.6266661678215213
4.89055836679898,0.74071487256380064,4.9605735065723895,0.6266661678215213
4.8891310754445891,0.74972643551446705,4.9605735065723895,0.6266661678215213
4.8877344192699335,0.75854457555267973,4.9605735065723895,0.6266661678215213
4.8863607394869257,0.76721764836331885,4.9605735065723895,0.6266661678215213
4.8850023773074813,0.77579400963126444,4.9605735065723895,0.6266661678215213
4.883651673943513,0.78432201504139643,4.9605735065723895,0.6266661678215213
4.8823009706069342,0.79285002027859508,4.9605735065723895,0.6266661678215213
4.8809426085096597,0.80142638102774033,4.9605735065723895,0.6266661678215213
4.8795689288636019,0.81009945297371233,4.9605735065723895,0.6266661678215213
4.8781722728806756,0.81891759180139123,4.9605735065723895,0.6266661678215213
4.876744981772795,0.82792915319565696,4.9605735065723895,0.6266661678215213
4.8752793967518731,0.83718249284138968,4.9605735065723895,0.6266661678215213
4.8737678590298232,0.84672596642346931,4.9605735065723895,0.6266661678215213
4.8722027098185592,0.85660792962677601,4.9605735065723895,0.6266661678215213
4.8705762903299963,0.86687673813618993,4.9605735065723895,0.6266661678215213
4.8688809417760464,0.877580747636591,4.9605735065723895,0.6266661678215213
4.8671090053686239,0.88876831381285937,4.9605735065723895,0.6266661678215213
4.8652528223196434,0.90048779234987519,4.9605735065723895,0.6266661678215213
4.8633047338410176,0.91278753893251841,4.9605735065723895,0.6266661678215213
4.8612570811446609,0.92571590924566904,4.9605735065723895,0.6266661678215213
4.8591022054424862,0.93932125897420726,4.9605735065723895,0.6266661678215213
4.8568324479464087,0.9536519438030131,4.9605735065723895,0.6266661678215213
4.8544401498683412,0.9687563194169666,4.9605735065723895,0.6266661678215213
4.8515847574537814,0.98153061075618786,4.911436253643443,0.936906572928623
4.848868204366096,0.99368377065239399,4.911436253643443,0.936906572928623
4.8462798106551048,1.0052635784561181,4.911436253643443,0.936906572928623
4.8438088963706276,1.0163178135178932,4.911436253643443,0.936906572928623
4.841444781562485,1.0268942551882525,4.911436253643443,0.936906572928623
4.8391767862804977,1.0370406828177288,4.911436253643443,0.936906572928623
4.8369942305744864,1.0468048757568553,4.911436253643443,0.936906572928623
4.834886434494269,1.0562346133561653,4.911436253643443,0.936906572928623
4.832842718089668,1.0653776749661916,4.911436253643443,0.936906572928623
4.8308524014105032,1.0742818399374674,4.911436253643443,0.936906572928623
4.8289048045065943,1.0829948876205258,4.911436253643443,0.936906572928623
4.8269892474277611,1.0915645973658996,4.911436253643443,0.936906572928623
4.8250950502238243,1.1000387485241223,4.911436253643443,0.936906572928623
4.8232115329446046,1.1084651204457268,4.911436253643443,0.936906572928623
4.8213280156399225,1.1168914924812459,4.911436253643443,0.936906572928623
4.8194338183595971,1.125365643981213,4.911436253643443,0.936906572928623
4.8175182611534488,1.133935354296161,4.911436253643443,0.936906572928623
4.8155706640712985,1.1426484027766233,4.911436253643443,0.936906572928623
4.8135803471629668,1.1515525687731327,4.911436253643443,0.936906572928623
4.8115366304782725,1.1606956316362222,4.911436253643443,0.936906572928623
4.8094288340670373,1.1701253707164252,4.911436253643443,0.936906572928623
4.8072462779790808,1.1798895653642745,4.911436253643443,0.936906572928623
4.8049782822642229,1.1900359949303032,4.911436253643443,0.936906572928623
4.8026141669722833,1.2006124387650445,4.911436253643443,0.936906572928623
4.8001432521530836,1.2116666762190313,4.911436253643443,0.936906572928623
4.7975548578564435,1.223246486642797,4.911436253643443,0.936906572928623
4.7948383041321838,1.2353996493868744,4.911436253643443,0.936906572928623
4.7919829110301233,1.2481739438017965,4.911436253643443,0.936906572928623
4.7889779986000836,1.2616171492380965,4.911436253643443,0.936906572928623
4.7858128868918843,1.2757770450463075,4.911436253643443,0.936906572928623
4.7821610245521944,1.28834683766641,4.842915805643155,1.243449435824274
4.778686728737684,1.3003054422979816,4.842915805643155,1.243449435824274
4.7753763404823735,1.3116998734103009,4.842915805643155,1.243449435824274
4.7722162008202815,1.3225771454726467,4.842915805643155,1.243449435824274
4.7691926507854294,1.3329842729542976,4.842915805643155,1.243449435824274
4.7662920314118349,1.342968270324532,4.842915805643155,1.243449435824274
4.7635006837335192,1.3525761520526287,4.842915805643155,1.243449435824274
4.760804948784501,1.3618549326078664,4.842915805643155,1.243449435824274
4.7581911675987998,1.3708516264595234,4.842915805643155,1.243449435824274
4.7556456812104351,1.3796132480768786,4.842915805643155,1.243449435824274
4.7531548306534264,1.3881868119292107,4.842915805643155,1.243449435824274
4.7507049569617941,1.3966193324857981,4.842915805643155,1.243449435824274
4.7482824011695568,1.4049578242159195,4.842915805643155,1.243449435824274
4.745873504310735,1.4132493015888536,4.842915805643155,1.243449435824274
4.7434646074193472,1.421540779073879,4.842915805643155,1.243449435824274
4.7410420515294138,1.4298792711402741,4.842915805643155,1.243449435824274
4.7385921776749536,1.4383117922573176,4.842915805643155,1.243449435824274
4.7361013268899868,1.4468853568942883,4.842915805643155,1.243449435824274
4.733555840208532,1.4556469795204645,4.842915805643155,1.243449435824274
4.7309420586646098,1.4646436746051252,4.842915805643155,1.243449435824274
4.7282463232922396,1.4739224566175488,4.842915805643155,1.243449435824274
4.7254549751254409,1.4835303400270141,4.842915805643155,1.243449435824274
4.7225543551982332,1.4935143393027994,4.842915805643155,1.243449435824274
4.719530804544636,1.5039214689141835,4.842915805643155,1.243449435824274
4.7163706641986698,1.5147987433304451,4.842915805643155,1.243449435824274
4.7130602751943522,1.5261931770208625,4.842915805643155,1.243449435824274
4.7095859785657046,1.5381517844547148,4.842915805643155,1.243449435824274
4.7059341153467455,1.5507215801012801,4.842915805643155,1.243449435824274
4.7020910265714946,1.5639495784298374,4.842915805643155,1.243449435824274
4.6980430532739712,1.5778827939096653,4.842915805643155,1.243449435824274
4.6936091332414271,1.5901984805817693,4.755282581475767,1.545084971874737
4.6893908061584177,1.601915334799592,4.755282581475767,1.545084971874737
4.685371487948859,1.6130794206065266,4.755282581475767,1.545084971874737
4.6815345945366698,1.6237368020459659,4.755282581475767,1.545084971874737
4.6778635418457659,1.6339335431613027,4.755282581475767,1.545084971874737
4.6743417458000662,1.6437157079959295,4.755282581475767,1.545084971874737
4.6709526223234876,1.6531293605932393,4.755282581475767,1.545084971874737
4.667679587339947,1.6622205649966248,4.755282581475767,1.545084971874737
4.6645060567733632,1.671035385249479,4.755282581475767,1.545084971874737
4.6614154465476521,1.6796198853951942,4.755282581475767,1.545084971874737
4.6583911725867315,1.6880201294771637,4.755282581475767,1.545084971874737
4.6554166508145194,1.6962821815387801,4.755282581475767,1.545084971874737
4.6524752971549326,1.7044521056234361,4.755282581475767,1.545084971874737
4.6495505275318889,1.7125759657745245,4.755282581475767,1.545084971874737
4.6466257578693053,1.720699826035438,4.755282581475767,1.545084971874737
4.6436844040910996,1.7288697504495698,4.755282581475767,1.545084971874737
4.6407098821211896,1.7371318030603122,4.755282581475767,1.545084971874737
4.6376856078834932,1.7455320479110583,4.755282581475767,1.545084971874737
4.6345949973019263,1.7541165490452006,4.755282581475767,1.545084971874737
4.6314214663004067,1.7629313705061322,4.755282581475767,1.545084971874737
4.6281484308028524,1.7720225763372457,4.755282581475767,1.545084971874737
4.6247593067331811,1.781436230581934,4.755282581475767,1.545084971874737
4.6212375100153089,1.7912183972835898,4.755282581475767,1.545084971874737
4.6175664565731545,1.801415140485606,4.755282581475767,1.545084971874737
4.6137295623306347,1.8120725242313753,4.755282581475767,1.545084971874737
4.6097102432116674,1.8232366125642905,4.755282581475767,1.545084971874737
4.6054919151401705,1.8349534695277443,4.755282581475767,1.545084971874737
4.60105799404006,1.8472691591651298,4.755282581475767,1.545084971874737
4.5963918958352536,1.8602297455198393,4.755282581475767,1.545084971874737
4.5914770364496693,1.8738812926352657,4.755282581475767,1.545084971874737
4.5862785580115375,1.8858942675134351,4.648882429441256,1.8406227634233898
4.5813328485032487,1.8973231278588005,4.648882429441256,1.8406227634233898
4.5766204641752317,1.9082128055255387,4.648882429441256,1.8406227634233898
4.5721219612779169,1.9186082323678266,4.648882429441256,1.8406227634233898
4.5678178960617348,1.9285543402398417,4.648882429441256,1.8406227634233898
4.563688824777115,1.9380960609957605,4.648882429441256,1.8406227634233898
4.5597153036744862,1.94727832648976,4.648882429441256,1.8406227634233898
4.5558778890042788,1.956146068576017,4.648882429441256,1.8406227634233898
4.5521571370169225,1.964744219108709,4.648882429441256,1.8406227634233898
4.5485336039628477,1.9731177099420125,4.648882429441256,1.8406227634233898
4.5449878460924831,1.9813114729301047,4.648882429441256,1.8406227634233898
4.5415004196562592,1.9893704399271623,4.648882429441256,1.8406227634233898
4.5380518809046064,1.9973395427873626,4.648882429441256,1.8406227634233898
4.5346227860879535,2.0052637133648825,4.648882429441256,1.8406227634233898
4.531193691456731,2.0131878835138988,4.648882429441256,1.8406227634233898
4.5277451532613684,2.0211569850885884,4.648882429441256,1.8406227634233898
4.5242577277522953,2.0292159499431284,4.648882429441256,1.8406227634233898
4.5207119711799413,2.0374097099316955,4.648882429441256,1.8406227634233898
4.517088439794736,2.045783196908467,4.648882429441256,1.8406227634233898
4.5133676898471098,2.0543813427276194,4.648882429441256,1.8406227634233898
4.5095302775874933,2.0632490792433305,4.648882429441256,1.8406227634233898
4.5055567592663159,2.072431338309777,4.648882429441256,1.8406227634233898
4.5014276911340065,2.0819730517811355,4.648882429441256,1.8406227634233898
4.4971236294409955,2.0919191515115831,4.648882429441256,1.8406227634233898
4.4926251304377125,2.1023145693552965,4.648882429441256,1.8406227634233898
4.487912750374587,2.1132042371664528,4.648882429441256,1.8406227634233898
4.4829670455020487,2.1246330867992294,4.648882429441256,1.8406227634233898
4.477768572070528,2.1366460501078026,4.648882429441256,1.8406227634233898
4.4722978863304554,2.1492880589463499,4.648882429441256,1.8406227634233898
4.4665355445322596,2.162604045169048,4.648882429441256,1.8406227634233898
4.4604621029263711,2.1766389406300743,4.648882429441256,1.8406227634233898
4.4545195808434519,2.1883017968992071,4.524135262330097,2.1288964578253635
4.4488660053031239,2.1993975636483225,4.524135262330097,2.1288964578253635
4.4434791496441877,2.209969863156191,4.524135262330097,2.1288964578253635
4.4383367872054444,2.2200623177015832,4.524135262330097,2.1288964578253635
